show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80150350,Movie,The Third Party,Jason Paul Laxamana,"Sam Milby, Angel Locsin, Zanjoe Marudo, Cherry Pie Picache, Alma Moreno, Matet De Leon, Al Tantay, Beauty Gonzalez, Katrina Michelle Legaspi",Philippines,"March 21, 2019",2016,TV-MA,118 min,"Comedies, Dramas, International Movies","When aspiring fashion designer Andi reconnects with her ex-boyfriend Max, she's surprised to learn that he's in a relationship with a man."
80160692,Movie,The Unmarried Wife,Maryo J. De los Reyes,"Angelica Panganiban, Dingdong Dantes, Paulo Avelino, Maricar Reyes, Denise Laurel, Dimples Romana, Justin Cuyugan, Mart Escudero, Pamu Pamorada, Lei Andre Navarro, Irma Adlawan",Philippines,"March 21, 2019",2016,TV-MA,130 min,"Dramas, International Movies, Romantic Movies","Tired of her husband's cheating, Anne begins a passionate new relationship – while still wondering if she should give her marriage another chance."
70060865,Movie,The Wedding Curse,Chito S. Roño,"Kris Aquino, Claudine Barretto, Boots Anson-Roa, Glaiza De Castro, Jhong Hilario, Liza Lorena, Bernard Palanca, Wendell Ramos, Maja Salvador, Ronaldo Valdez",Philippines,"March 21, 2019",2006,TV-PG,101 min,"Horror Movies, International Movies",Two weddings marred by tragedy lead the respective brides to believe that that they've been cursed by an old cultural superstition.
80157890,Movie,Vince and Kath and James,Theodore Boborol,"Julia Barretto, Joshua Garcia, Ronnie Alonte, Maris Racal, Ina Raymundo, Shamaine Centenera, Ana Abad-Santos, Jeric Raval, Allan Paule, Manuel Chua",Philippines,"March 21, 2019",2016,TV-PG,115 min,"International Movies, Romantic Movies","Love can be complicated, especially when Vince agrees to secretly woo Kath via text on behalf of James – while falling for her, too."
80164752,Movie,Conor McGregor: Notorious,Gavin Fitzgerald,Conor McGregor,Ireland,"March 21, 2018",2017,R,90 min,"Documentaries, Sports Movies","From making ends meet to lavish rides and fur coats, the Irish MMA champion grants an all-access pass to the highs – and lows – of his ascent."
80135149,Movie,Another Forever,Juan Zapata,"Daniela Escobar, Marlon Moreno, Peter Ketnath, Barbara Scolaro","Brazil, Netherlands, United States, Colombia, Austria, Germany","March 21, 2017",2016,TV-PG,72 min,"Dramas, Independent Movies, International Movies","Overtaken by the death of her beloved, a grieving woman decides to take a spontaneous trip to visit her friend and get her life back on track."
80171965,TV Show,Dave Chappelle,Stan Lathan,Dave Chappelle,United States,"March 21, 2017",2017,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies","Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials."
80100945,Movie,Fire at Sea,Gianfranco Rosi,"Samuele Caruana, Giuseppe Fragapane","Italy, France","March 21, 2017",2016,TV-14,114 min,"Documentaries, International Movies","Heartbreak, hope and nostalgia collide in this complex portrait of Lampedusa, a Mediterranean island where thousands of migrants land each year."
70293820,Movie,Sacro GRA,Gianfranco Rosi,,"Italy, France","March 21, 2017",2013,TV-MA,91 min,"Documentaries, International Movies","Italian filmmaker Gianfranco Rosi turns his eye to his own country, roaming and filming for over two years in a minivan on Rome's giant ring road."
80195967,Movie,A.X.L.,Oliver Daly,"Alex Neustaedter, Becky G., Alex MacNicoll, Dominic Rains, Thomas Jane, Lou Taylor Pucci, Patricia De Leon, Niko Guardado, Ted McGinley, Marie-Françoise Theodore, Eric Etebari, Dorian Kingi",United States,"March 20, 2019",2018,PG,99 min,"Action & Adventure, Children & Family Movies, Independent Movies","Young motocross racer Miles Hill helps a top-secret robotic combat dog evade its ruthless creator and the military, who are in hot pursuit."
81033107,Movie,Alexis Viera: A Story of Surviving,Luis Ara,Alexis Viera,,"March 20, 2019",2019,TV-14,69 min,"Documentaries, International Movies, Sports Movies","After being shot during a robbery in Colombia and losing sensation in his legs, Uruguayan soccer star Alexis Viera finds a new sense of purpose."
81049315,TV Show,Feb-09,,"Shahd El Yaseen, Shaila Sabt, Hala, Hanadi Al-Kandari, Salma Salem, Ibrahim Al-Harbi, Mahmoud Boushahri, Yousef Al Balushi, Ghorour, Abdullah Al-bloshi",,"March 20, 2019",2018,TV-14,1 Season,"International TV Shows, TV Dramas","As a psychology professor faces Alzheimer's, his daughter and her three close female friends experience romance, marriage, heartbreak and tragedy."
81048554,Movie,Imago,"Karan Shivajirao Chavan, Vikram Tanajirao Patil","Aishwarya Ghaydar, Amol Deshmukh, Adarsh Kurne, Vishwas Kamble, Neha Awati, Amaraja Patil, Rinkle Chopde, Shreyas Gurav",India,"March 20, 2019",2018,TV-PG,97 min,"Dramas, Independent Movies, International Movies","A teen with vitiligo struggles with self-doubt and anxiety until a new schoolteacher sees her through a different lens, and urges her to do the same."
81002451,TV Show,My Husband Won't Fit,,"Natsumi Ishibashi, Aoi Nakamura",Japan,"March 20, 2019",2019,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","Kumiko and Kenichi meet in college and build a happy marriage together. But over time, an unusual problem threatens to destroy their relationship."
80144983,Movie,100 Years: One Woman's Fight for Justice,Melinda Janko,,United States,"March 20, 2018",2016,TV-14,75 min,Documentaries,This documentary chronicles Elouise Cobell's long fight against the U.S. government for the gross mismanagement of mineral-rich Native American land.
80170245,TV Show,Juana Brava,,"Elisa Zulueta, Alejandro Trejo, Lucas Balmaceda, Gastón Salgado, Nelson Brodt, Emilia Noguera, Daniel Guillón, Ángela Lineros",Chile,"March 20, 2017",2015,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas","After many years away, a woman returns to her hometown, where her mayor father presides over a corrupt, lawless and rundown municipality."
80117291,TV Show,One-Punch Man,,"Makoto Furukawa, Kaito Ishikawa, Yuki Kaji, Aoi Yuki, Kazuhiro Yamaji, Kenjiro Tsuda, Minami Takayama, Tessho Genda",Japan,"March 20, 2017",2015,TV-14,1 Season,"Anime Series, Crime TV Shows, International TV Shows","The most powerful superhero in the world can kill anyone with one blow. But nothing can challenge him, so he struggles with ennui and depression."
70105459,Movie,Contract,Ram Gopal Varma,"Adhvik Mahajan, Prasad Purandhare, Sakshi Gulati, Zakir Hussain, Amruta Subhash, Kishore Kadam, Sumeet Nijhawan, Upyendra Limaye",India,"March 2, 2019",2008,TV-MA,116 min,"Action & Adventure, Dramas, Independent Movies","Following the death of his wife and daughter in a terrorist attack, an ex-Indian army commando agrees to infiltrate a terrorist cell."
80207444,Movie,Dear Dad,Tanuj Bhramar,"Arvind Swamy, Himanshu Sharma, Ekavali Khanna, Aman Uppal, Bhavika Bhasin",India,"March 2, 2019",2016,TV-14,83 min,"Comedies, Dramas, Independent Movies","A father and son bond on an impromptu road trip over deep conversations, unexpected confessions, strange encounters ... and a drunken escapade."
81033516,Movie,River's Edge,Isao Yukisada,"Fumi Nikaido, Ryo Yoshizawa, Shuhei Uesugi, Sumire, Shiori Doi, Aoi Morikawa",Japan,"March 2, 2019",2018,TV-MA,118 min,"Dramas, International Movies","High schooler Haruna befriends loner Yamada, then is drawn into the tangled relationship between him, a model and the girl who loves him unreasonably."
81075235,Movie,Sarkar,A.R. Murugadoss,"Vijay, Varalakshmi Sarathkumar, Keerthi Suresh, Radha Ravi, Pala Karuppaiah, Yogi Babu",India,"March 2, 2019",2018,TV-MA,162 min,"Action & Adventure, Dramas, International Movies",A ruthless businessman’s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.
81072516,Movie,Sarkar,A.R. Murugadoss,"Vijay, Varalakshmi Sarathkumar, Keerthi Suresh, Radha Ravi, Pala Karuppaiah, Yogi Babu",India,"March 2, 2019",2018,TV-MA,162 min,"Action & Adventure, Dramas, International Movies",A ruthless businessman’s mission to expose electoral fraud brings him into a heated and dangerous political conflict with two corrupt ministers.
70283202,Movie,Saving Mr. Banks,John Lee Hancock,"Emma Thompson, Tom Hanks, Paul Giamatti, Jason Schwartzman, Colin Farrell, Bradley Whitford, Annie Buckley, Ruth Wilson, B.J. Novak, Rachel Griffiths, Kathy Baker, Melanie Paxson, Andy McPhee, Jerry Hauck, Mia Serafino, Michelle Arthur, Demetrius Grosse, Steven Cabral, David Ross Paterson, Ronan Vibert, Luke Baines, Dendrie Taylor, Laura Waddell, Paul Tassone","United States, United Kingdom, Australia","March 2, 2019",2013,PG-13,126 min,"Comedies, Dramas","When Walt Disney sets his sights on obtaining the rights to the children's classic ""Mary Poppins,"" the book's author proves a tough nut to crack."
70140447,TV Show,The Guild,,"Felicia Day, Sandeep Parikh, Jeff Lewis, Robin Thorsen, Amy Okuda, Vincent Caso","United States, Japan","March 2, 2019",2013,TV-14,1 Season,TV Comedies,Fantasy and reality collide when a surprisingly diverse group of online video-game addicts struggle to balance the game with personal relationships.
80156212,Movie,Wakefield,Robin Swicord,"Bryan Cranston, Jennifer Garner, Jason O'Mara, Beverly D'Angelo, Ian Anthony Dale, Pippa Bennett-Warner, Isaac Leyva, Victoria Bruno, Ellery Sprayberry, Tracey Walter",United States,"March 2, 2019",2016,R,109 min,Dramas,"An unhappy father and lawyer quits his suburban life and vanishes into the attic above his garage, where he watches his family move on without him."
70296742,Movie,War Chhod Na Yaar,Faraz Haider,"Sharman Joshi, Soha Ali Khan, Javed Jaffrey, Dalip Tahil, Mukul Dev, Sanjay Mishra, Vivek Rana, Manoj Pahwa",India,"March 2, 2019",2013,TV-14,109 min,"Comedies, Dramas, International Movies","Set in an India-Pakistan border post, this satirical but thought-provoking comedy about war deals with serious events in a humorous manner."
81059944,Movie,Weapon of Choice,Fritz Ofner,,"Austria, Iraq, United States","March 2, 2019",2018,TV-MA,89 min,"Documentaries, International Movies","Speaking to retailers and owners of the Glock pistol, two filmmakers shed light on the politics of violence and its implications from Chicago to Kirkuk."
80095531,Movie,Zubaan,Mozez Singh,"Vicky Kaushal, Sarah-Jane Dias, Raaghav Chanana, Manish Chaudhary, Meghna Malik, Malkeet Rauni, Anita Shabdish, Chittaranjan Tripathy",India,"March 2, 2019",2015,TV-MA,111 min,"Dramas, International Movies, Music & Musicals","A scrappy but poor boy worms his way into a tycoon's dysfunctional family, while facing his fear of music and the truth about his past."
80097594,TV Show,B: The Beginning,,"Hiroaki Hirata, Yuki Kaji, Asami Seto, Hiroki Touchi, Minoru Inaba, Ami Koshimizu, Toshiyuki Toyonaga, Shintaro Tanaka, Atsushi Goto, Toshiyuki Morikawa, Kaito Ishikawa, Satomi Sato, Yu Kitada, Mitsuki Saiga, Kazuya Nakai, Nozomi Kameda, Makoto Awane",Japan,"March 2, 2018",2018,TV-MA,1 Season,"Anime Series, Crime TV Shows, International TV Shows","Genius investigator Keith Flick rejoins the royal police force just as serial killer ""B"" emerges. Mysterious youth Koku may be an ally, or a target."
80156688,TV Show,Flint Town,,,United States,"March 2, 2018",2018,TV-MA,1 Season,"Docuseries, Science & Nature TV","Over a two-year period, filmmakers embedded with cops in Flint, Michigan, reveal a department grappling with volatile issues in untenable conditions."
80192139,Movie,Malena Pichot: Estupidez compleja,"Raúl Campos, Jan Suter",Malena Pichot,Argentina,"March 2, 2018",2018,TV-MA,51 min,Stand-Up Comedy,"An Argentine comedian espouses the values of feminism, speaking on topics like sex, language, abortion and why it's OK to let a man buy you dinner."
80192063,Movie,Natalia Valdebenito: El especial,"Raúl Campos, Jan Suter",Natalia Valdebenito,Chile,"March 2, 2018",2018,TV-MA,69 min,Stand-Up Comedy,"A Chilean comedian fuses activism with irreverence for a stand-up set filled with jokes about misogyny, reproductive rights and respecting women."
80218656,Movie,Ravenous,Robin Aubert,"Marc-André Grondin, Monia Chokri, Charlotte St-Martin, Brigitte Poupart, Marie-Ginette Guay, Micheline Lanctôt, Édouard Tremblay-Grenier, Luc Proulx, Didier Lucien, Robert Brouillette, Patrick Hivon",Canada,"March 2, 2018",2017,TV-MA,104 min,"Horror Movies, International Movies","As a zombie plague ravages their rural Quebec town, a scrappy band of survivors join forces to flee the infected hordes in this quiet thriller."
80095806,Movie,Danny Says,Brendan Toller,"Danny Fields, Iggy Pop, Alice Cooper, Judy Collins, Tommy Ramone, Jac Holzman, Lenny Kaye, Wayne Kramer, John Cameron Mitchell, Jann Wenner",United States,"March 2, 2017",2015,TV-MA,103 min,"Documentaries, Music & Musicals","This documentary profiles eccentric publicist Danny Fields, who helped launch the careers of innovative new artists who would become musical icons."
80013550,Movie,The Salvation,Kristian Levring,"Mads Mikkelsen, Eva Green, Jeffrey Dean Morgan, Eric Cantona, Mikael Persbrandt, Douglas Henshall, Michael Raymond-James, Jonathan Pryce, Alexander Arnold, Nanna Øland Fabricius","Denmark, United Kingdom, South Africa, Sweden, Belgium","March 2, 2017",2014,R,92 min,"Dramas, Independent Movies, International Movies","In the Old West, a Danish homesteader avenges the murder of his wife and son, only to unleash a gang leader's brutal fury."
80058979,Movie,For Grace,"Mark Helenowski, Kevin Pang",,United States,"March 2, 2016",2015,TV-PG,92 min,Documentaries,"As chef Curtis Duffy oversees every aspect of opening his own restaurant, Grace, he recalls his turbulent childhood and difficult adult relationships."
81037077,Movie,Amy Schumer Growing,Amy Schumer,Amy Schumer,United States,"March 19, 2019",2019,TV-MA,61 min,Stand-Up Comedy,"Amy Schumer spills on her new marriage, personal growth, making a baby and her mom's misguided advice in a special that's both raunchy and sincere."
81054383,Movie,Social Animals,Jonathan Ignatius Green,,United States,"March 19, 2019",2018,TV-MA,87 min,Documentaries,"This documentary follows a trio of teens – a daredevil photographer, an aspiring model and a lonely Ohio girl – and Instagram's impact on their lives."
81047798,Movie,Tinker',Sonny Marler,"Clayne Crawford, Christian Kane, Colt Crawford, Wilmer Calderon, Randy Smith, Wendy Baron, Lennie Crawford, Chalet Lizette Brannan",United States,"March 19, 2019",2018,TV-14,97 min,"Dramas, Independent Movies, Sci-Fi & Fantasy","While building a revolutionary machine outlined in his late father's journal, a recluse farmer becomes the guardian for his gifted six-year-old nephew."
80189216,Movie,In Search of Fellini,Taron Lexton,"Ksenia Solo, Mary Lynn Rajskub, Maria Bello, Enrico Oetiker, Paolo Bernardini, Beth Riesgraf, David O'Donnell, Nancy Cartwright, Bruno Zanin, Michael Wiseman, Andrea Osvárt",United States,"March 19, 2018",2017,R,103 min,"Action & Adventure, Dramas",A naive and sheltered young woman embarks on a whimsical adventure across Italy in the hopes of meeting director Federico Fellini.
80092781,Movie,Monkey Up,Robert Vince,"Jonathan Mangum, Erin Allin O'Reilly, Kayden Magnuson, Danny Woodburn, Skylar Astin, John Ratzenberger, David Milchard",Canada,"March 19, 2016",2016,PG,83 min,"Children & Family Movies, Comedies",A talking monkey famous for his TV commercials dreams of breaking into real movies. But first he stumbles upon a brother and sister who need his help.
81019338,Movie,All About Nina,Eva Vives,"Mary Elizabeth Winstead, Common, Kate del Castillo, Chace Crawford, Jay Mohr, Beau Bridges, Clea DuVall, Melonie Diaz, Camryn Manheim, Mindy Sterling, Angelique Cabral, Nicole Byer, Todd Louiso, Elizabeth Masucci, Sonoya Mizuno, Charlotte Newhouse, Victor Rasuk, Andree Vermeulen",United States,"March 18, 2019",2018,R,101 min,"Comedies, Dramas, Independent Movies","Fearless provocation has fueled stand-up comic Nina Geld's career, but a move to LA and a new love take her to new levels of honesty."
